gender,age,senior_citizen,dependents,number_of_dependents,married,city,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_value,churn_category,churn_reason
Female,25,No,Yes,3,Yes,Patterson,Yes,Yes,No,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),70.45,36.54,4300.45,0.0,0,2265.48,6565.93,62,Yes,41,Yes,No Offer,Yes,9,5,5057,Stayed,37,0,Not Applicable,
Male,51,No,No,0,Yes,Chula Vista,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,No,Mailed check,86.8,16.63,1940.8,0.0,90,382.49,2413.29,23,No,22,No,Offer D,Yes,2,4,3200,Stayed,54,0,Not Applicable,
Female,25,No,No,0,Yes,San Francisco,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),71.0,1.29,4386.2,0.0,0,83.85,4470.05,65,No,51,Yes,Offer B,Yes,1,4,6308,Stayed,32,0,Not Applicable,
Female,33,No,No,0,No,Needles,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.05,41.63,741.5,0.0,0,1581.94,2323.44,38,No,0,No,Offer C,No,0,5,2295,Stayed,62,0,Not Applicable,
Female,76,Yes,No,0,Yes,Hat Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Electronic check,117.45,43.04,5438.9,0.0,0,2065.92,7504.82,48,Yes,5,Yes,No Offer,Yes,9,1,5915,Churned,67,1,Competitor,Competitor offered more data
Male,62,No,No,0,Yes,Ventura,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),82.15,22.01,5784.3,0.0,0,1584.72,7369.02,72,Yes,5,Yes,Offer A,Yes,5,5,4552,Stayed,70,0,Not Applicable,
Female,27,No,No,0,Yes,Los Angeles,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),19.85,36.05,52.0,0.0,0,72.1,124.1,2,No,0,No,Offer E,Yes,8,5,4107,Joined,80,0,Not Applicable,
Male,31,No,No,0,Yes,Klamath River,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),76.55,21.91,2065.4,0.0,0,613.48,2678.88,28,No,5,Yes,No Offer,Yes,10,3,2085,Stayed,71,0,Not Applicable,
Male,67,Yes,No,0,No,La Mirada,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,109.05,4.4,7108.2,34.67,0,286.0,7359.53,65,Yes,10,Yes,No Offer,No,0,3,5692,Stayed,29,0,Not Applicable,
Female,58,No,No,0,No,Armona,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.4,6.65,61.05,0.0,0,13.3,74.35,2,No,0,No,No Offer,No,0,5,5816,Joined,63,0,Not Applicable,
Male,42,No,No,0,No,Smith River,No,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Mailed check,33.9,0.0,298.45,0.0,0,0.0,298.45,10,No,30,Yes,No Offer,No,0,1,2529,Churned,84,1,Attitude,Attitude of support person
Female,41,No,No,0,Yes,San Joaquin,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),89.45,31.73,1430.25,0.0,0,507.68,1937.93,16,No,25,Yes,No Offer,Yes,1,3,3696,Churned,73,1,Attitude,Attitude of support person
Female,28,No,Yes,3,Yes,Oceanside,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,Two Year,No,Credit card (automatic),55.65,0.0,3880.05,0.0,0,0.0,3880.05,72,No,59,Yes,Offer A,Yes,1,4,5192,Stayed,35,0,Not Applicable,
Female,54,No,No,0,Yes,Fresno,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,No,Credit card (automatic),33.15,0.0,444.75,0.0,0,0.0,444.75,12,No,27,Yes,No Offer,Yes,7,3,3882,Stayed,74,0,Not Applicable,
Female,33,No,Yes,1,Yes,Richgrove,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,19.9,7.49,19.9,0.0,0,7.49,27.39,1,No,0,No,No Offer,Yes,1,3,4633,Churned,73,1,Attitude,Attitude of service provider
Female,46,No,No,0,No,Baker,No,Yes,No,No,Yes,Yes,Yes,No,No,Cable,Month-to-Month,Yes,Credit card (automatic),44.45,0.0,1183.8,0.0,0,0.0,1183.8,26,No,29,Yes,No Offer,No,0,4,3080,Stayed,26,0,Not Applicable,
Female,38,No,No,0,No,Three Rivers,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.5,38.74,403.15,0.0,0,774.8,1177.95,20,No,0,No,No Offer,No,0,3,4700,Stayed,59,0,Not Applicable,
Female,51,No,No,0,No,Grenada,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.3,7.32,144.95,0.0,0,51.24,196.19,7,No,0,No,No Offer,No,0,5,4764,Stayed,57,0,Not Applicable,
Female,55,No,No,0,Yes,San Diego,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),80.3,42.14,3058.65,0.0,0,1601.32,4659.97,38,No,19,Yes,Offer C,Yes,1,1,2071,Churned,81,1,Other,Don't know
Male,70,Yes,No,0,Yes,El Portal,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,90.0,31.53,2024.1,0.0,0,725.19,2749.29,23,No,20,Yes,Offer D,Yes,3,3,4999,Stayed,50,0,Not Applicable,
Male,51,No,No,0,Yes,Milpitas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,111.05,46.89,7321.05,0.0,0,3141.63,10462.68,67,No,29,Yes,No Offer,Yes,8,3,6103,Stayed,67,0,Not Applicable,
Female,63,No,No,0,No,Porterville,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),24.55,23.76,1203.95,36.04,0,1140.48,2308.39,48,Yes,0,No,Offer B,No,0,5,5517,Stayed,41,0,Not Applicable,
Male,37,No,No,0,No,Oakland,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),104.4,45.82,6692.65,0.0,0,2932.48,9625.13,64,Yes,14,Yes,No Offer,No,0,4,5617,Stayed,38,0,Not Applicable,
Female,20,No,No,0,No,Novato,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.55,10.1,233.65,0.0,0,30.3,263.95,3,No,73,Yes,No Offer,No,0,3,5125,Joined,58,0,Not Applicable,
Female,44,No,No,0,No,Littlerock,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),104.05,14.21,3416.85,0.0,0,454.72,3871.57,32,Yes,28,Yes,No Offer,No,0,4,2335,Stayed,60,0,Not Applicable,
Female,46,No,No,0,Yes,Irvine,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),70.1,36.65,3913.3,0.0,0,2089.05,6002.35,57,No,7,Yes,Offer B,Yes,1,1,4669,Churned,81,1,Dissatisfaction,Network reliability
Male,36,No,Yes,3,Yes,Gualala,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),84.2,9.5,4299.75,39.68,0,484.5,4744.57,51,Yes,51,Yes,No Offer,Yes,6,5,4952,Stayed,33,0,Not Applicable,
Male,35,No,No,0,No,Sherman Oaks,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.7,5.74,342.4,0.0,0,91.84,434.24,16,No,0,No,Offer D,No,0,1,3438,Churned,82,1,Price,Long distance charges
Female,44,No,No,0,No,Garden Grove,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),25.05,34.96,1171.5,16.38,0,1678.08,2833.2,48,Yes,0,No,Offer B,No,0,4,3642,Stayed,33,0,Not Applicable,
Male,64,No,No,0,No,Fresno,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.05,26.26,388.6,0.0,0,472.68,861.28,18,No,0,No,No Offer,No,0,3,2782,Stayed,20,0,Not Applicable,
Male,36,No,Yes,3,No,Camino,No,Yes,Yes,No,Yes,Yes,No,No,No,DSL,Two Year,No,Mailed check,40.1,0.0,857.75,0.0,0,0.0,857.75,23,No,26,Yes,No Offer,No,0,4,2327,Stayed,24,0,Not Applicable,
Female,38,No,No,0,No,San Carlos,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),50.55,3.62,2832.75,0.0,0,199.1,3031.85,55,No,17,Yes,Offer B,No,0,3,6250,Stayed,44,0,Not Applicable,
Female,39,No,No,0,No,Eagleville,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.3,12.68,41.2,0.0,0,25.36,66.56,2,No,0,No,No Offer,No,0,5,5074,Joined,24,0,Not Applicable,
Male,54,No,No,0,Yes,Buttonwillow,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,94.85,17.47,890.6,0.0,0,157.23,1047.83,9,No,6,Yes,No Offer,Yes,1,2,3016,Churned,72,1,Other,Don't know
Male,42,No,No,0,No,Beverly Hills,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.35,39.77,531.6,0.0,0,1073.79,1605.39,27,No,0,No,Offer C,No,0,3,4962,Stayed,52,0,Not Applicable,
Female,54,No,No,0,No,Fairfax,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,24.15,0.0,812.5,0.0,40,0.0,852.5,35,No,21,No,No Offer,No,0,4,5097,Stayed,75,0,Not Applicable,
Female,52,No,Yes,2,Yes,Arbuckle,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.5,25.86,1191.4,36.92,0,1499.88,2654.36,58,No,0,No,No Offer,Yes,10,4,6186,Stayed,72,0,Not Applicable,
Male,52,No,No,0,Yes,Penryn,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.4,41.16,4014.6,0.0,0,1728.72,5743.32,42,Yes,11,Yes,No Offer,Yes,9,3,2662,Stayed,47,0,Not Applicable,
Female,60,No,No,0,Yes,Los Alamitos,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Cable,One Year,Yes,Mailed check,61.5,44.87,2722.2,0.0,150,1974.28,4846.48,44,No,20,No,Offer B,Yes,8,3,2059,Stayed,21,0,Not Applicable,
Female,30,No,Yes,1,Yes,Gilroy,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),75.2,29.98,3254.35,0.0,0,1289.14,4543.49,43,No,59,Yes,No Offer,Yes,10,3,3976,Stayed,23,0,Not Applicable,
Female,20,No,No,0,Yes,Tulelake,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.65,41.64,134.05,0.0,0,291.48,425.53,7,No,0,No,Offer E,Yes,2,4,3575,Stayed,70,0,Not Applicable,
Female,79,Yes,No,0,No,Atherton,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,103.3,28.14,2890.65,0.0,0,787.92,3678.57,28,Yes,10,Yes,No Offer,No,0,2,4136,Churned,78,1,Competitor,Competitor made better offer
Female,25,No,Yes,3,Yes,Lookout,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.9,43.19,3848.0,0.0,0,1770.79,5618.79,41,No,59,Yes,No Offer,Yes,2,3,3539,Stayed,53,0,Not Applicable,
Male,52,No,No,0,No,Running Springs,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.25,49.3,1861.5,0.0,0,1183.2,3044.7,24,Yes,20,Yes,Offer C,No,0,1,4418,Churned,77,1,Competitor,Competitor had better devices
Female,35,No,No,0,Yes,Los Angeles,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),104.7,9.51,4134.85,0.0,0,370.89,4505.74,39,No,7,Yes,No Offer,Yes,1,2,2371,Churned,68,1,Competitor,Competitor made better offer
Male,48,No,No,0,Yes,Sutter,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,104.25,41.2,6812.95,0.0,0,2678.0,9490.95,65,Yes,10,Yes,No Offer,Yes,4,3,5089,Stayed,70,0,Not Applicable,
Male,55,No,No,0,No,Rancho Cucamonga,No,Yes,No,Yes,No,Yes,No,No,No,Cable,One Year,No,Credit card (automatic),36.0,0.0,1382.9,0.0,130,0.0,1512.9,40,No,12,No,No Offer,No,0,3,5323,Stayed,38,0,Not Applicable,
Female,45,No,No,0,Yes,Herlong,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,One Year,No,Mailed check,70.6,44.75,3231.05,0.0,0,2058.5,5289.55,46,No,27,Yes,No Offer,Yes,6,3,5433,Stayed,52,0,Not Applicable,
Male,22,No,No,0,No,San Diego,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,84.75,43.97,3050.15,0.0,0,1582.92,4633.07,36,Yes,42,Yes,Offer C,No,0,3,5272,Churned,76,1,Competitor,Competitor made better offer
Male,49,No,No,0,No,Bonita,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),80.4,48.72,4981.15,0.0,0,3020.64,8001.79,62,No,2,Yes,Offer B,No,0,5,5157,Stayed,79,0,Not Applicable,
Male,47,No,No,0,No,San Diego,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,One Year,No,Electronic check,70.4,32.41,2044.75,0.0,0,972.3,3017.05,30,No,22,Yes,No Offer,No,0,3,3380,Stayed,68,0,Not Applicable,
Female,28,No,No,0,No,Sylmar,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),113.65,17.32,7939.25,0.0,0,1212.4,9151.65,70,Yes,30,Yes,Offer A,No,0,4,6424,Stayed,75,0,Not Applicable,
Male,36,No,No,0,No,Long Beach,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.9,7.76,19.9,0.0,0,7.76,27.66,1,No,0,No,No Offer,No,0,3,4590,Joined,52,0,Not Applicable,
Male,43,No,No,0,No,Meadow Vista,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,104.1,38.89,541.9,0.0,0,194.45,736.35,5,Yes,8,Yes,Offer E,No,0,3,3131,Churned,76,1,Other,Moved
Male,54,No,No,0,Yes,Bakersfield,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.0,46.91,2248.05,0.0,40,1125.84,3413.89,24,Yes,20,No,No Offer,Yes,7,5,5886,Stayed,29,0,Not Applicable,
Male,46,No,No,0,No,Cupertino,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.25,28.62,208.0,0.0,0,314.82,522.82,11,No,0,No,Offer D,No,0,4,4032,Stayed,33,0,Not Applicable,
Male,54,No,No,0,No,Escondido,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),99.15,32.67,5720.95,0.0,0,1894.86,7615.81,58,No,14,Yes,Offer B,No,0,3,6409,Stayed,26,0,Not Applicable,
Male,45,No,No,0,No,Lakewood,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,44.35,46.84,81.25,0.0,0,93.68,174.93,2,No,3,Yes,Offer E,No,0,3,2570,Churned,76,1,Other,Don't know
Male,40,No,No,0,No,Rancho Cordova,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,66.25,25.72,546.45,0.0,0,205.76,752.21,8,No,24,Yes,Offer E,No,0,5,3026,Stayed,60,0,Not Applicable,
Male,78,Yes,No,0,No,Newman,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),91.0,26.19,3180.5,0.0,40,916.65,4137.15,35,Yes,19,No,No Offer,No,0,3,5527,Stayed,35,0,Not Applicable,
Male,76,Yes,No,0,Yes,Woodland,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,104.35,8.59,6578.55,0.0,0,558.35,7136.9,65,Yes,7,Yes,Offer B,Yes,9,5,4073,Stayed,69,0,Not Applicable,
Female,61,No,Yes,1,Yes,Weed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),85.0,6.28,5607.75,0.0,130,427.04,6164.79,68,No,16,No,No Offer,Yes,7,3,6221,Stayed,65,0,Not Applicable,
Male,61,No,No,0,No,San Diego,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.85,39.32,523.5,0.0,0,235.92,759.42,6,No,12,Yes,Offer E,No,0,2,3420,Churned,72,1,Competitor,Competitor made better offer
Male,31,No,No,0,No,Oceanside,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),94.9,22.13,4422.95,24.08,0,1017.98,5416.85,46,Yes,22,Yes,No Offer,No,0,4,5316,Stayed,50,0,Not Applicable,
Female,63,No,No,0,Yes,La Palma,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Electronic check,115.15,40.59,8349.7,0.0,0,2922.48,11272.18,72,Yes,25,Yes,No Offer,Yes,10,4,4761,Stayed,67,0,Not Applicable,
Female,41,No,No,0,No,Escondido,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,100.15,32.58,6413.65,0.0,0,2019.96,8433.61,62,Yes,15,Yes,Offer B,No,0,3,5600,Churned,91,1,Competitor,Competitor made better offer
Female,65,Yes,No,0,No,Caruthers,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.2,4.09,735.9,0.0,0,155.42,891.32,38,No,0,No,No Offer,No,0,3,4947,Stayed,71,0,Not Applicable,
Male,22,No,No,0,No,Weimar,Yes,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Mailed check,53.5,14.58,53.5,0.0,0,14.58,68.08,1,No,73,Yes,No Offer,No,0,1,5094,Churned,80,1,Dissatisfaction,Product dissatisfaction
Female,20,No,No,0,No,Yucaipa,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.3,35.55,5817.7,0.0,0,2061.9,7879.6,58,No,73,Yes,No Offer,No,0,4,6460,Stayed,68,0,Not Applicable,
Male,46,No,No,0,No,Weaverville,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Mailed check,20.1,31.6,279.5,0.0,0,537.2,816.7,17,No,0,No,No Offer,No,0,4,2185,Stayed,51,0,Not Applicable,
Female,74,Yes,No,0,Yes,Manchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),114.85,28.72,8317.95,0.0,0,2067.84,10385.79,72,Yes,25,Yes,Offer A,Yes,3,3,4796,Stayed,26,0,Not Applicable,
Male,25,No,No,0,Yes,Corcoran,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Cable,One Year,Yes,Electronic check,69.65,14.32,3442.15,0.0,0,716.0,4158.15,50,Yes,58,Yes,Offer B,Yes,6,4,4706,Stayed,27,0,Not Applicable,
Male,40,No,Yes,1,No,Big Bear City,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,49.35,26.04,219.65,0.0,0,104.16,323.81,4,No,27,Yes,Offer E,No,0,1,5858,Churned,83,1,Dissatisfaction,Lack of self-service on Website
Female,40,No,No,0,No,Brea,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.0,15.37,61.7,0.0,0,46.11,107.81,3,No,0,No,Offer E,No,0,3,5575,Joined,21,0,Not Applicable,
Male,67,Yes,No,0,Yes,San Rafael,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),80.45,26.99,583.45,0.0,0,215.92,799.37,8,No,2,Yes,No Offer,Yes,2,1,3443,Churned,91,1,Other,Don't know
Female,77,Yes,No,0,Yes,Dinuba,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.15,37.86,916.75,0.0,90,492.18,1498.93,13,No,19,No,No Offer,Yes,2,2,5101,Churned,85,1,Other,Poor expertise of online support
Male,57,No,Yes,3,Yes,Grenada,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.5,40.94,1177.95,5.83,0,2251.7,3423.82,55,No,0,No,Offer B,Yes,1,5,5011,Stayed,25,0,Not Applicable,
Female,30,No,No,0,Yes,Lucerne,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Electronic check,90.1,22.33,6310.9,0.0,0,1585.43,7896.33,71,Yes,71,Yes,No Offer,Yes,2,3,5054,Stayed,80,0,Not Applicable,
Female,48,No,No,0,No,Los Angeles,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,One Year,No,Electronic check,80.05,9.61,3019.1,0.0,0,355.57,3374.67,37,No,11,Yes,No Offer,No,0,5,3364,Stayed,55,0,Not Applicable,
Male,66,Yes,No,0,Yes,Santa Ana,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Cable,One Year,Yes,Electronic check,111.95,45.04,4534.9,0.0,0,1846.64,6381.54,41,Yes,29,Yes,Offer B,Yes,1,2,3711,Churned,93,1,Other,Don't know
Female,37,No,Yes,3,Yes,Anaheim,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),85.1,8.39,4657.95,0.0,0,461.45,5119.4,55,Yes,52,Yes,No Offer,Yes,1,3,5661,Stayed,67,0,Not Applicable,
Female,25,No,Yes,1,Yes,Oceanside,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),50.7,0.0,3088.75,0.0,20,0.0,3108.75,61,No,59,No,Offer B,Yes,1,4,5024,Stayed,22,0,Not Applicable,
Male,41,No,Yes,3,Yes,Chino Hills,Yes,Yes,No,Yes,Yes,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,61.9,37.68,2924.05,0.0,0,1657.92,4581.97,44,No,24,Yes,No Offer,Yes,1,4,4388,Stayed,63,0,Not Applicable,
Male,43,No,No,0,Yes,Gualala,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,110.15,22.71,6448.05,0.0,0,1339.89,7787.94,59,Yes,26,Yes,Offer B,Yes,1,1,4601,Churned,90,1,Dissatisfaction,Network reliability
Female,67,Yes,No,0,No,San Jose,No,Yes,No,No,No,No,No,Yes,No,DSL,Month-to-Month,Yes,Electronic check,34.7,0.0,329.8,0.0,0,0.0,329.8,10,No,4,Yes,Offer D,No,0,1,3244,Churned,92,1,Other,Deceased
Male,42,No,Yes,2,No,Woodland,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.4,49.53,42.9,0.0,0,99.06,141.96,2,No,0,No,No Offer,No,0,3,3000,Joined,77,0,Not Applicable,
Female,58,No,Yes,1,Yes,Topanga,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),19.8,48.56,1119.9,0.0,0,2719.36,3839.26,56,No,0,No,Offer B,Yes,2,3,4681,Stayed,59,0,Not Applicable,
Male,29,No,No,0,Yes,Salinas,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,108.4,10.68,7719.5,0.0,0,768.96,8488.46,72,Yes,59,Yes,Offer A,Yes,8,4,4394,Stayed,33,0,Not Applicable,
Male,79,Yes,No,0,No,Redondo Beach,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,74.7,27.65,74.7,0.0,0,27.65,102.35,1,No,2,Yes,No Offer,No,0,5,4182,Joined,60,0,Not Applicable,
Male,74,Yes,No,0,Yes,San Francisco,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),19.35,1.89,847.25,0.0,0,83.16,930.41,44,No,0,No,No Offer,Yes,4,5,4975,Stayed,42,0,Not Applicable,
Male,24,No,No,0,No,Mountain View,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.75,20.29,208.25,0.0,0,202.9,411.15,10,No,0,No,Offer D,No,0,3,3926,Stayed,62,0,Not Applicable,
Male,52,No,No,0,No,Redding,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.85,3.43,1434.1,0.0,0,246.96,1681.06,72,No,0,No,Offer A,No,0,5,4790,Stayed,22,0,Not Applicable,
Male,32,No,No,0,No,Tecate,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,One Year,Yes,Mailed check,54.8,11.56,3465.7,0.0,0,762.96,4228.66,66,No,30,Yes,Offer A,No,0,4,4621,Stayed,20,0,Not Applicable,
Male,44,No,No,0,Yes,Santa Fe Springs,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,101.05,34.62,2391.8,0.0,0,830.88,3222.68,24,Yes,23,Yes,No Offer,Yes,1,1,4766,Churned,66,1,Price,Lack of affordable download/upload speed
Male,43,No,No,0,No,Sebastopol,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),89.6,34.78,1633.0,0.0,0,626.04,2259.04,18,Yes,2,Yes,No Offer,No,0,3,2269,Stayed,36,0,Not Applicable,
Male,62,No,No,0,No,Dublin,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,54.45,7.28,1127.35,0.0,0,160.16,1287.51,22,Yes,7,Yes,Offer D,No,0,1,2445,Churned,71,1,Other,Don't know
Female,45,No,No,0,Yes,California City,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Fiber Optic,Two Year,Yes,Credit card (automatic),94.6,1.27,5948.7,0.0,0,81.28,6029.98,64,Yes,13,Yes,Offer B,Yes,7,4,5038,Stayed,26,0,Not Applicable,
Female,53,No,Yes,1,Yes,Yreka,No,Yes,No,Yes,No,No,Yes,No,No,DSL,Month-to-Month,No,Electronic check,39.2,0.0,849.9,0.0,50,0.0,899.9,22,No,19,No,No Offer,Yes,4,4,3288,Stayed,25,0,Not Applicable,
