gender,age,senior_citizen,dependents,number_of_dependents,city,phone_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,satisfaction_score,cltv,churn_score,churn_value
Female,54,No,Yes,2,Pasadena,No,Yes,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),50.9,0.0,45,No,18,Yes,Offer B,10,3,3937,64,0
Female,64,No,No,0,Los Gatos,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.3,48.38,9,No,8,No,No Offer,0,5,5850,28,0
Male,60,No,No,0,Hinkley,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.35,32.43,4,No,13,Yes,No Offer,3,1,4167,65,1
Male,60,No,No,0,Mad River,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.95,9.53,24,No,24,Yes,No Offer,0,3,5421,52,0
Female,42,No,No,0,Mountain View,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),25.95,24.71,71,Yes,0,No,Offer A,2,5,5072,23,0
Male,56,No,No,0,Sacramento,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,45.15,6.47,2,No,21,Yes,Offer E,0,2,2699,81,1
Male,29,No,No,0,Los Angeles,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,18.8,43.57,1,No,0,No,No Offer,9,3,5160,51,0
Female,41,No,No,0,San Francisco,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,100.6,45.21,10,Yes,3,Yes,No Offer,0,1,4001,77,1
Female,53,No,No,0,Los Altos,No,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Electronic check,51.4,0.0,2,No,21,Yes,No Offer,0,5,2580,58,0
Female,28,No,No,0,Fresno,Yes,Yes,Yes,No,Yes,No,No,No,DSL,One Year,No,Credit card (automatic),60.5,35.99,67,No,73,Yes,Offer A,0,3,4363,48,0
Female,39,No,Yes,3,Bradley,Yes,Yes,Yes,Yes,No,Yes,No,No,DSL,One Year,No,Electronic check,69.45,18.91,7,No,29,Yes,No Offer,1,3,3334,54,0
Female,34,No,No,0,Millbrae,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,78.75,38.4,13,Yes,23,No,Offer D,0,4,5631,79,0
Female,47,No,No,0,Posey,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic,One Year,No,Electronic check,94.7,38.94,57,Yes,7,Yes,No Offer,0,4,4507,70,0
Female,74,Yes,No,0,Granite Bay,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),91.95,11.32,36,Yes,16,Yes,Offer C,0,5,3273,48,0
Female,61,No,No,0,Coachella,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),90.05,13.28,66,Yes,24,Yes,No Offer,0,4,5813,74,0
Female,33,No,No,0,Doyle,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,59.05,32.75,22,Yes,24,Yes,Offer D,0,4,3995,47,0
Female,57,No,No,0,Berkeley,Yes,Yes,No,Yes,No,Yes,No,No,Cable,Month-to-Month,No,Electronic check,94.4,25.79,17,Yes,12,Yes,Offer D,1,1,4103,66,1
Female,75,Yes,No,0,San Diego,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,74.45,39.61,1,Yes,16,Yes,No Offer,0,3,4291,67,1
Female,64,No,No,0,South Pasadena,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.0,25.67,11,Yes,18,Yes,Offer D,1,1,2120,67,1
Female,27,No,No,0,La Puente,Yes,No,Yes,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),73.55,8.5,2,No,59,Yes,No Offer,1,1,5799,90,1
Female,52,No,No,0,Rough And Ready,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,95.4,17.01,3,No,28,Yes,No Offer,0,3,2813,70,0
Male,51,No,No,0,Guadalupe,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),74.8,7.26,4,No,29,Yes,No Offer,0,1,5882,71,1
Female,38,No,No,0,Winnetka,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.75,5.27,69,No,0,No,Offer A,9,4,5325,72,0
Male,38,No,Yes,3,Barstow,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),104.9,32.22,72,Yes,25,Yes,Offer A,6,4,6378,25,0
Female,46,No,No,0,Myers Flat,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.5,18.12,23,Yes,23,Yes,Offer D,0,3,4861,73,0
Male,32,No,Yes,3,Dulzura,Yes,No,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,74.55,13.86,40,Yes,75,Yes,Offer B,5,5,3718,64,0
Female,44,No,No,0,Tulare,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,No,Mailed check,84.7,16.93,70,Yes,10,Yes,No Offer,0,4,4180,45,0
Female,68,Yes,No,0,Knights Landing,Yes,Yes,No,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,90.85,38.5,70,Yes,25,Yes,No Offer,10,4,5129,64,0
Female,58,No,No,0,Sierraville,Yes,No,No,Yes,No,Yes,Yes,Yes,Cable,One Year,Yes,Electronic check,69.95,29.51,3,No,17,No,Offer E,0,5,2754,67,0
Male,27,No,No,0,Santa Rosa,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),110.05,5.71,69,Yes,73,Yes,Offer A,0,3,5798,30,0
Female,58,No,No,0,Ontario,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.5,47.92,6,No,25,Yes,Offer E,0,1,2898,82,1
Male,55,No,No,0,San Francisco,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),92.0,45.41,72,Yes,20,Yes,No Offer,0,3,4200,68,0
Female,41,No,No,0,Fullerton,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),86.15,3.2,67,Yes,23,Yes,Offer A,1,5,5037,31,0
Female,74,Yes,No,0,Long Beach,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),99.2,19.76,40,No,22,Yes,No Offer,1,3,5098,69,1
Female,20,No,Yes,1,Browns Valley,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),24.9,31.58,19,Yes,0,No,No Offer,1,3,5396,79,0
Male,25,No,No,0,Needles,No,No,No,No,Yes,No,Yes,Yes,DSL,Two Year,Yes,Mailed check,40.05,0.0,70,No,59,Yes,Offer A,0,5,5055,57,0
Female,23,No,No,0,Sacramento,Yes,Yes,Yes,No,Yes,Yes,No,No,DSL,Two Year,No,Credit card (automatic),71.05,17.35,21,No,71,No,No Offer,0,4,5138,56,0
Male,76,Yes,No,0,Angels Camp,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,104.9,43.51,32,Yes,22,Yes,Offer C,1,1,3966,79,1
Male,69,Yes,Yes,1,Burbank,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,103.95,49.36,29,Yes,19,Yes,Offer C,1,4,3733,58,0
Female,25,No,No,0,Murrieta,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.2,16.38,29,Yes,82,Yes,Offer C,0,5,3982,55,0
Female,22,No,No,0,Santa Paula,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.15,29.81,25,No,52,No,No Offer,0,3,3273,52,0
Male,73,Yes,No,0,Valencia,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.8,8.93,55,Yes,21,Yes,Offer B,0,2,5543,69,1
Female,54,No,No,0,Tollhouse,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),103.65,33.66,55,Yes,25,Yes,Offer B,4,5,4768,46,0
Female,34,No,No,0,Garden Valley,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),94.2,42.89,2,Yes,13,Yes,No Offer,0,2,5299,79,1
Female,28,No,No,0,Fallbrook,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),20.7,13.89,2,No,0,No,No Offer,0,4,2107,46,0
Male,58,No,No,0,Five Points,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,96.75,22.64,62,Yes,9,Yes,Offer B,0,2,5016,92,1
Male,41,No,Yes,3,Foresthill,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,20.0,24.1,19,No,0,No,Offer D,0,3,5188,31,0
Female,61,No,Yes,1,Richvale,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.65,5.01,7,No,0,No,No Offer,7,3,4058,74,0
Male,26,No,No,0,San Luis Obispo,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.3,3.35,29,No,59,Yes,No Offer,10,4,4910,40,0
Male,47,No,No,0,Rancho Palos Verdes,No,No,No,No,No,Yes,No,No,DSL,Month-to-Month,No,Mailed check,33.75,0.0,29,No,22,Yes,Offer C,4,3,3664,62,0
Male,44,No,No,0,Hathaway Pines,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),81.7,18.38,12,No,3,Yes,Offer D,0,1,2850,76,1
Female,25,No,Yes,2,Encino,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,One Year,Yes,Credit card (automatic),70.8,37.52,50,No,71,Yes,Offer B,0,4,4798,34,0
Male,19,No,Yes,1,Sonoma,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),111.2,40.96,67,Yes,47,Yes,No Offer,6,4,6060,71,0
Female,63,No,No,0,San Bernardino,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Credit card (automatic),86.15,14.34,33,Yes,28,Yes,No Offer,1,2,3336,66,1
Female,32,No,Yes,2,Riverside,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Cable,One Year,No,Bank transfer (automatic),75.1,1.12,37,No,23,Yes,Offer C,3,3,4131,64,0
Female,44,No,No,0,San Ramon,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.0,6.81,64,Yes,0,No,Offer B,5,5,5538,61,0
Male,21,No,No,0,Fresno,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.9,32.85,1,No,53,Yes,Offer E,0,1,5951,80,1
Male,64,No,No,0,Pasadena,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.85,11.58,8,Yes,7,Yes,Offer E,0,4,5514,40,0
Male,57,No,No,0,Grass Valley,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,44.95,2.88,9,No,26,No,Offer E,0,1,5023,66,1
Male,23,No,No,0,Lake Isabella,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.05,18.15,1,No,0,No,No Offer,0,5,2798,21,0
Female,31,No,No,0,La Puente,No,No,Yes,Yes,No,No,No,No,DSL,One Year,No,Mailed check,34.7,0.0,48,No,22,Yes,No Offer,1,2,5995,90,1
Female,39,No,No,0,Dulzura,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),66.15,20.14,38,Yes,13,Yes,No Offer,0,4,4933,78,0
Male,36,No,Yes,3,Cressey,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),20.2,18.43,3,No,0,No,No Offer,0,3,3594,46,0
Female,35,No,No,0,West Sacramento,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),19.9,15.53,32,No,0,No,Offer C,0,3,4374,29,0
Male,43,No,No,0,Kneeland,Yes,No,No,No,Yes,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,60.65,22.49,3,No,11,Yes,No Offer,0,5,2111,22,0
Female,34,No,No,0,Lake Hughes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.85,43.26,10,Yes,21,Yes,No Offer,0,3,3074,90,1
Female,30,No,No,0,San Diego,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Mailed check,85.8,34.47,1,Yes,59,Yes,Offer E,0,3,2850,89,1
Female,21,No,No,0,San Diego,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.2,23.26,3,Yes,42,No,No Offer,5,1,4176,86,1
Female,25,No,No,0,Burlingame,No,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),34.8,0.0,3,No,46,Yes,No Offer,0,4,2496,67,0
Female,51,No,Yes,2,Kyburz,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cable,Two Year,No,Credit card (automatic),81.25,25.9,56,Yes,30,Yes,Offer B,10,4,5907,62,0
Male,24,No,No,0,Planada,No,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,24.6,0.0,9,No,52,Yes,Offer E,0,5,2323,49,0
Female,75,Yes,No,0,Saratoga,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),73.8,16.74,53,No,15,Yes,No Offer,0,3,6469,45,0
Female,35,No,No,0,Whittier,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),58.55,27.38,63,No,9,Yes,Offer B,0,3,6312,63,0
Male,64,No,No,0,Yorba Linda,Yes,Yes,No,No,No,No,No,No,DSL,Two Year,No,Mailed check,55.25,20.39,35,Yes,21,Yes,No Offer,0,3,5498,24,0
Male,36,No,No,0,Rancho Cordova,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,102.6,45.03,41,Yes,10,Yes,Offer B,1,1,2098,84,1
Male,37,No,No,0,Branscomb,No,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),25.15,0.0,13,No,16,Yes,Offer D,0,5,4943,53,0
Male,52,No,Yes,3,San Jose,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Month-to-Month,No,Mailed check,69.2,2.96,14,Yes,76,Yes,Offer D,8,3,2871,24,0
Male,27,No,No,0,Thousand Palms,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.9,43.5,14,No,0,No,Offer D,0,3,3854,34,0
Female,41,No,Yes,3,Oak Park,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.8,27.23,51,Yes,75,Yes,No Offer,9,3,5457,20,0
Female,37,No,No,0,San Jose,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,55.4,13.01,1,No,4,Yes,Offer E,0,1,2294,70,1
Female,29,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,69.95,13.04,1,No,46,Yes,Offer E,0,3,5341,65,1
Female,49,No,No,0,Imperial,Yes,Yes,No,No,Yes,No,No,No,Cable,One Year,No,Bank transfer (automatic),55.9,44.79,68,No,14,No,No Offer,9,3,5160,77,0
Male,77,Yes,No,0,Round Mountain,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,88.8,49.6,1,Yes,20,No,No Offer,0,1,3106,91,1
Female,50,No,No,0,Hilmar,No,No,No,No,No,No,No,No,DSL,One Year,No,Mailed check,25.85,0.0,1,No,18,Yes,No Offer,0,3,4467,55,0
Female,38,No,No,0,Sacramento,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,99.65,16.81,60,No,21,Yes,No Offer,0,4,4616,41,0
Male,78,Yes,No,0,Williams,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,73.75,32.4,7,Yes,7,Yes,No Offer,0,2,5638,84,1
Female,48,No,Yes,1,Happy Camp,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.4,39.59,23,No,0,No,Offer D,1,4,4698,33,0
Male,40,No,No,0,Grizzly Flats,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cable,Two Year,No,Bank transfer (automatic),82.3,48.44,72,Yes,15,Yes,Offer A,10,3,4162,60,0
Male,38,No,Yes,2,Whittier,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,89.85,33.3,3,No,12,Yes,Offer E,1,3,4648,22,0
Male,30,No,No,0,San Diego,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),75.9,46.88,5,Yes,59,Yes,No Offer,0,2,3520,87,1
Female,29,No,Yes,3,Long Beach,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.7,5.52,6,No,0,No,No Offer,9,3,4293,43,0
Female,45,No,Yes,1,Rancho Santa Fe,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),19.75,5.58,13,No,0,No,No Offer,7,3,4314,22,0
Male,26,No,No,0,Wishon,Yes,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.9,43.2,47,No,0,No,Offer B,0,5,5394,70,0
Male,62,No,No,0,Hat Creek,No,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),29.8,0.0,3,No,4,Yes,Offer E,1,3,5614,32,0
Male,73,Yes,No,0,Stockton,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.65,45.76,14,No,0,No,No Offer,8,5,2962,66,0
Female,62,No,Yes,2,Yucca Valley,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),77.15,33.02,23,Yes,12,Yes,No Offer,10,3,2572,33,0
Female,47,No,No,0,Citrus Heights,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),92.0,43.29,72,Yes,16,No,Offer A,8,3,6434,42,0
Female,55,No,No,0,Alpine,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,43.95,34.48,1,No,9,Yes,Offer E,0,3,3238,76,1
Female,33,No,No,0,Paicines,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.1,43.14,66,Yes,20,Yes,Offer A,0,3,6183,46,0
Male,37,No,Yes,3,Mc Kittrick,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.55,33.31,53,Yes,0,No,Offer B,3,3,5794,46,0
Female,28,No,No,0,Pollock Pines,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.0,10.06,11,Yes,48,Yes,Offer D,0,3,3885,33,0
Male,44,No,No,0,Pasadena,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),111.6,7.82,61,Yes,11,Yes,No Offer,0,1,4495,87,1
Male,54,No,Yes,2,San Diego,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),60.95,14.88,2,Yes,12,Yes,No Offer,0,4,3172,78,0
Female,48,No,No,0,Reedley,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.3,4.09,1,No,0,No,No Offer,0,5,2507,31,0
Male,64,No,No,0,Harbor City,No,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,35.45,0.0,1,No,22,Yes,Offer E,0,3,2301,80,1
Male,34,No,No,0,San Diego,Yes,No,Yes,Yes,No,No,No,No,Cable,One Year,No,Electronic check,87.4,28.4,67,Yes,10,Yes,Offer A,1,2,4421,65,1
Male,63,No,No,0,Maxwell,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.15,4.38,18,Yes,20,Yes,No Offer,0,5,2643,49,0
Male,42,No,No,0,Bakersfield,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.75,34.17,18,Yes,16,Yes,No Offer,1,4,4477,40,0
Female,32,No,No,0,Lomita,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),78.1,42.55,12,No,18,Yes,Offer D,0,3,4741,89,1
Female,73,Yes,No,0,Fallbrook,Yes,Yes,No,No,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),104.3,10.19,27,Yes,27,Yes,Offer C,5,1,3444,75,1
Female,60,No,Yes,1,Venice,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),100.7,18.26,61,Yes,19,No,Offer B,5,3,4804,57,0
Female,25,No,No,0,Danville,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),107.65,27.69,65,Yes,52,Yes,No Offer,1,5,4193,25,0
Female,23,No,No,0,Denair,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.0,10.09,41,No,0,No,Offer B,0,4,5913,21,0
Male,51,No,Yes,2,Los Angeles,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),50.1,9.47,19,Yes,13,No,Offer D,10,5,5749,76,0
Female,42,No,No,0,Valley Ford,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),49.05,14.7,2,No,13,No,Offer E,0,1,2960,91,1
Male,73,Yes,No,0,San Jose,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,86.85,4.19,2,Yes,11,No,No Offer,3,1,5204,78,1
Female,30,No,Yes,2,New Cuyama,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,19.95,28.55,4,No,0,No,No Offer,1,4,2951,26,0
Male,34,No,Yes,1,Crockett,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,54.3,37.97,25,No,22,Yes,Offer C,6,4,3971,63,0
Male,21,No,No,0,South Dos Palos,Yes,No,Yes,Yes,No,Yes,No,Yes,Fiber Optic,One Year,No,Electronic check,90.95,33.25,60,No,52,Yes,Offer B,1,3,4111,76,1
Female,32,No,No,0,Fontana,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.2,26.41,8,Yes,16,Yes,Offer E,0,1,2887,95,1
Male,75,Yes,No,0,Redwood Valley,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Cable,Two Year,No,Credit card (automatic),84.45,16.72,72,Yes,9,Yes,Offer A,3,3,5856,25,0
Male,24,No,No,0,Strathmore,Yes,Yes,No,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,55.8,41.29,5,No,51,Yes,No Offer,0,3,2612,69,0
Male,24,No,No,0,Independence,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.25,13.16,0,No,0,No,No Offer,0,4,5504,68,0
Female,43,No,No,0,Ventura,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),81.25,29.6,59,No,12,Yes,No Offer,1,3,4709,58,0
Female,41,No,No,0,Calpine,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.8,17.12,68,Yes,0,No,Offer A,8,4,4747,21,0
Male,19,No,Yes,2,El Portal,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),24.05,41.58,54,Yes,0,No,Offer B,7,4,4039,41,0
Male,24,No,No,0,Rocklin,Yes,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),20.3,23.03,22,No,0,No,Offer D,0,4,2768,55,0
Female,19,No,No,0,Yorba Linda,Yes,No,No,No,No,No,No,Yes,DSL,Month-to-Month,Yes,Credit card (automatic),52.15,28.42,49,Yes,41,No,No Offer,6,4,5224,40,0
Female,29,No,Yes,2,Forbestown,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),79.15,2.53,51,No,71,Yes,No Offer,6,3,6321,64,0
Female,50,No,Yes,2,Trabuco Canyon,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,25.6,38.43,19,Yes,0,No,Offer D,4,3,5038,44,0
Female,56,No,Yes,1,Hercules,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),80.55,5.3,2,Yes,11,Yes,No Offer,0,4,5346,40,0
Female,56,No,No,0,Pioneer,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.55,19.03,14,No,0,No,No Offer,9,3,5620,47,0
Male,70,Yes,No,0,Glendale,No,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,44.85,0.0,57,No,3,Yes,No Offer,1,2,5172,82,1
Male,25,No,Yes,3,Belmont,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),97.75,20.79,72,Yes,59,Yes,No Offer,1,3,4054,46,0
Female,49,No,No,0,Stockton,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,Two Year,No,Credit card (automatic),98.0,23.62,63,Yes,21,Yes,No Offer,0,4,5989,75,0
Female,58,No,No,0,Yucca Valley,Yes,No,No,No,Yes,Yes,No,No,Cable,Month-to-Month,Yes,Mailed check,64.4,1.1,4,Yes,19,Yes,No Offer,0,4,3334,61,0
Male,32,No,No,0,Palmdale,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,One Year,No,Mailed check,64.8,45.35,17,No,11,Yes,Offer D,2,4,3546,70,0
Male,61,No,No,0,Kerman,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.35,11.97,6,No,27,Yes,No Offer,0,3,4694,75,1
Male,21,No,No,0,El Monte,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.45,25.41,56,Yes,51,Yes,No Offer,0,3,4830,96,1
Female,52,No,No,0,San Diego,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,88.35,17.83,13,No,10,Yes,No Offer,1,2,3740,81,1
Female,59,No,No,0,Calexico,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,49.15,6.94,6,No,28,Yes,Offer E,1,1,5271,86,1
